8845%财智公馆%80471%2003-08-01%板楼%476户%紫竹桥长智路5号%1栋%物业良好%北京建房房地产开发公司%本小区7月活跃度为43.7,较上月活跃度上升,属于一般活跃小区%成熟板块%物业良好%非学区
7587%佳境天城%40515%2002-10-31%塔楼%304户%望京中环南路甲2号%1栋%物业优质%北京英大置业有限公司%本小区7月活跃度为18.67,较上月活跃度下降,属于不活跃小区%成熟板块%物业优质%二类优质学区
7781%雅园%10209%2010-01-01%板楼%null%西三村10号，红螺山庄南%null%物业良好%null%本小区7月活跃度为3.03,较上月活跃度持平,属于不活跃小区%待开发板块%物业良好%非学区
10031%京泽苑%92847%2001-01-01%板楼%90户%马连道甲16号%1栋%物业良好%null%本小区7月活跃度为3.75,较上月活跃度持平,属于不活跃小区%成熟板块%物业良好%二类优质学区
11323%夏威夷北岸%22637%2008-06-07%板楼,塔楼%null%东燕郊京哈公路北侧燕顺路以西%null%物业良好%兴达房地产开发有限公司%本小区7月活跃度为38.25,较上月活跃度持平,属于一般活跃小区%待开发板块%物业良好%非学区
3735%都会华庭%68723%2001-09-30%塔楼,板塔结合%1418户%十里堡甲3号院%7栋%物业良好%北京京港物业发展有限公司%本小区7月活跃度为86.71,较上月活跃度上升,属于热门小区%成熟板块%物业良好%二类优质学区
7685%玉泉路65号院%64887%2000-01-01%板楼%1149户%玉泉路65号院%17栋%物业一般%null%本小区7月活跃度为33.03,较上月活跃度上升,属于一般活跃小区%成熟板块%物业一般%非学区
5420%圆明园花园%70486%2000-01-01%板楼%740户%圆明园西路88号院%19栋%物业良好%北京圆明园花园别墅有限公司%本小区7月活跃度为34.5,较上月活跃度持平,属于一般活跃小区%成熟板块%物业良好%非学区
4519%清逸西园%45468%1998-03-04%板楼%1446户%旧宫东西大街与旧隆路交叉口西南角%19栋%物业一般%北京宣兴房地产股份有限公司%本小区7月活跃度为57.52,较上月活跃度上升,属于活跃小区%较成熟板块%物业一般%非学区
6214%枫露花园%30323%2000-01-01%板楼%420户%通州北关东1500米%6栋%物业良好%null%本小区7月活跃度为1.75,较上月活跃度下降,属于不活跃小区%较成熟板块%物业良好%非学区
3078%右安西里%70289%2001-01-01%板楼%332户%右安门内大街西侧%6栋%物业一般%null%本小区6月活跃度为0,较上月活跃度下降,属于不活跃小区%成熟板块%物业一般%二类优质学区
9093%锦顺佳园%66255%2007-01-01%板楼%309户%安宁庄西路与安宁庄西三条交叉口西250米%4栋%物业良好%实创集团房地产开发公司%本小区7月活跃度为8.24,较上月活跃度持平,属于不活跃小区%成熟板块%物业良好%二类优质学区
6035%三源里小区%71293%1992-01-01%板楼%1548户%三元桥东侧300米%16栋%物业一般%null%本小区7月活跃度为27.8,较上月活跃度下降,属于一般活跃小区%成熟板块%物业一般%非学区
1243%康鸿家园%70864%2005-01-01%板楼%144户%安定门外大街44号院%3栋%物业良好%null%本小区7月活跃度为3.25,较上月活跃度下降,属于不活跃小区%成熟板块%物业良好%二类优质学区
10326%太平路34号院%59181%1989-01-01%板楼%173户%公主坟太平路34号院%3栋%物业一般%null%本小区7月活跃度为9.74,较上月活跃度持平,属于不活跃小区%成熟板块%物业一般%普通学区
11950%西源里%25057%2000-01-01%板楼%198户%新中街北端西源里，紧邻沿湖小区南区%2栋%物业一般%null%本小区7月活跃度为12.23,较上月活跃度下降,属于不活跃小区%较成熟板块%物业一般%普通学区
11019%蒙顿卡雀%16196%2001-01-01%联排,独栋,双拼%1户%彩虹桥东九王庄南侧潮白河畔%1栋%物业良好%北京京顺房地产开发公司%本小区7月活跃度为19.01,较上月活跃度上升,属于不活跃小区%较成熟板块%物业良好%非学区
9429%道家村%57222%1993-06-01%板楼%168户%东四环红领巾桥西200米路北%3栋%物业待提高%null%本小区7月活跃度为2.75,较上月活跃度下降,属于不活跃小区%成熟板块%物业待提高%非学区
7421%云岗翠园%31731%2001-01-01%板楼%396户%云岗北环路，云岗森林公园南侧%9栋%物业一般%null%本小区7月活跃度为1.75,较上月活跃度持平,属于不活跃小区%待开发板块%物业一般%非学区
3207%清乐园%41184%1993-01-01%板楼%928户%旧宫万吉路北侧%9栋%物业待提高%null%本小区7月活跃度为23,较上月活跃度上升,属于不活跃小区%较成熟板块%物业待提高%非学区
8103%国典华园%94289%2005-01-01%板塔结合%1339户%朝阳区北三环安贞桥北400米安定路12号%7栋%物业良好%北京国电房地产开发有限公司%本小区7月活跃度为36.54,较上月活跃度上升,属于一般活跃小区%成熟板块%物业良好%普通学区
3194%鹿港嘉苑%90731%2005-01-01%板楼%1326户%望京西路50号院%10栋%物业良好%北京嘉轩房地产开发有限公司%本小区7月活跃度为55.09,较上月活跃度下降,属于活跃小区%成熟板块%物业良好%二类优质学区
13067%小马厂南里%70231%2000-01-01%板楼%294户%宣武区广外大街小马厂南里%5栋%物业一般%null%本小区7月活跃度为11.51,较上月活跃度上升,属于不活跃小区%成熟板块%物业一般%二类优质学区
8524%小营%58350%2000-01-01%塔楼%256户%小营西路23号院%2栋%物业良好%null%本小区7月活跃度为1,较上月活跃度持平,属于不活跃小区%成熟板块%物业良好%非学区
5411%逸翠园%95484%2006-05-01%板楼,板塔结合%890户%朝阳体育中心西路与姚家园北一路交叉点西南角%12栋%物业良好%和记黄埔地产（北京朝阳）有限公司%本小区7月活跃度为66.76,较上月活跃度上升,属于活跃小区%较成熟板块%物业良好%非学区
4920%景馨家园%53220%2001-01-01%板楼%490户%通州梨园妇幼保健院附近%2栋%物业良好%null%本小区7月活跃度为4.25,较上月活跃度下降,属于不活跃小区%成熟板块%物业良好%普通学区
13739%光明西里%74572%2000-01-01%板楼%381户%光明楼光明西里（光明西街旁）%7栋%物业良好%null%本小区7月活跃度为10.96,较上月活跃度上升,属于不活跃小区%成熟板块%物业良好%二类优质学区
13543%北京德顺园公寓%52517%2006-10-01%板楼%360户%西四环四季青桥西，德顺园%14栋%物业良好%null%本小区7月活跃度为5.5,较上月活跃度持平,属于不活跃小区%较成熟板块%物业良好%二类优质学区
10532%吕家营住宅小区%29328%2000-01-01%板楼%144户%小红门吕家营村28号%3栋%物业一般%null%本小区7月活跃度为3.25,较上月活跃度持平,属于不活跃小区%成熟板块%物业一般%非学区
11018%泥洼路5号院%59627%1980-01-01%板楼%546户%泥洼路5号院%8栋%物业待提高%null%本小区7月活跃度为10.75,较上月活跃度持平,属于不活跃小区%成熟板块%物业待提高%普通学区
4480%马可汇%35122%2012-06-01%板楼%1211户%南法信镇，顺榆路与六环路交汇处(距顺义中心城区仅2.6公里)%4栋%物业良好%北京华忆园房地产开发有限公司%本小区7月活跃度为36.25,较上月活跃度下降,属于一般活跃小区%较成熟板块%物业良好%非学区
295%同馨家园%60031%2010-10-01%板楼%2028户%卢沟桥乡小屯村%10栋%物业良好%北京首开晟馨房地产开发有限责任公司%本小区7月活跃度为23.45,较上月活跃度上升,属于不活跃小区%较成熟板块%物业良好%非学区
2882%紫辰院%113156%2016-12-31%板楼%176户%西四环中路112号( 岳各庄北桥东北角200米处)%1栋%物业优质%北京嘉源京大房地产开发有限公司%本小区7月活跃度为22.83,较上月活跃度持平,属于不活跃小区%成熟板块%物业优质%二类优质学区
11124%北太平庄路小区%66364%1990-01-01%板楼%706户%海淀区北太平庄路15号%8栋%物业一般%null%本小区7月活跃度为6.34,较上月活跃度上升,属于不活跃小区%成熟板块%物业一般%二类优质学区
7133%远雄大观%115224%2008-11-30%板楼%133户%宣武门半步桥42号院%1栋%物业良好%北京茂德房地产开发有限公司%本小区7月活跃度为34.02,较上月活跃度上升,属于一般活跃小区%成熟板块%物业良好%非学区
2978%艺苑西里%44153%1999-10-01%板楼%624户%玉桥西路与艺苑东街交叉口北行100米路西%8栋%物业一般%null%本小区7月活跃度为3.52,较上月活跃度下降,属于不活跃小区%成熟板块%物业一般%非学区
14767%北卫新园%35688%2003-02-01%板楼%1428户%红军营南路北卫新园%12栋%物业良好%null%本小区7月活跃度为5.75,较上月活跃度持平,属于不活跃小区%成熟板块%物业良好%非学区
7092%科星小区%97973%2001-01-01%板楼%1068户%科学院南路与中关村南路交叉口南行100米路东%4栋%物业一般%null%本小区7月活跃度为4.25,较上月活跃度持平,属于不活跃小区%成熟板块%物业一般%非学区
1429%好山园%44170%2001-01-01%独栋%null%颐和园北宫门北侧%null%物业良好%北京万城置地房地产开发有限公司%本小区4月活跃度为0,较上月活跃度持平,属于不活跃小区%较成熟板块%物业良好%非学区
7215%鑫宝苑%55899%2001-01-01%板楼%472户%大红门临泓路35号%7栋%物业良好%北京鑫福海房地产开发有限公司%本小区7月活跃度为9.62,较上月活跃度上升,属于不活跃小区%成熟板块%物业良好%非学区
2495%正阳北里%48432%2000-01-01%板楼,塔楼%2062户%文体路2号院%13栋%物业一般%北京益恒房地产开发有限责任公司%本小区7月活跃度为51.61,较上月活跃度下降,属于活跃小区%成熟板块%物业一般%普通学区
6603%巨山家园%38776%2008-05-01%板楼%616户%香山南路红旗村甲2院%17栋%物业良好%null%本小区7月活跃度为3.75,较上月活跃度持平,属于不活跃小区%待开发板块%物业良好%非学区
11568%润泽公馆%77159%2014-12-31%板楼%2037户%北五环顾家庄桥正北2600米%13栋%物业良好%北京润泽庄苑房地产开发有限公司%本小区7月活跃度为71.12,较上月活跃度上升,属于活跃小区%较成熟板块%物业良好%非学区
5086%青年湖南里%73524%2000-01-01%板楼%192户%东城区地坛西门安德里北街28-5号%2栋%物业良好%null%本小区7月活跃度为6.07,较上月活跃度下降,属于不活跃小区%成熟板块%物业良好%二类优质学区
11576%檀府家园%21701%2011-12-01%板楼%178户%城后街北侧，檀东路西侧%3栋%物业良好%北京檀营房地产开发有限公司%本小区7月活跃度为6.92,较上月活跃度持平,属于不活跃小区%较成熟板块%物业良好%非学区
8359%万寿寺北里%97385%1992-01-01%板楼%763户%西三环万寿桥东南角%12栋%物业待提高%null%本小区7月活跃度为28.33,较上月活跃度上升,属于一般活跃小区%成熟板块%物业待提高%二类优质学区
4656%金家村288号院%55507%1998-01-01%板楼%678户%六里桥金家村288号院%5栋%物业一般%null%本小区7月活跃度为9.6,较上月活跃度持平,属于不活跃小区%成熟板块%物业一般%非学区
953%欧园北欧印象%86735%2003-10-30%塔楼%1390户%马连道路80号院%4栋%物业良好%北京嘉里锦华房地产开发有限公司%本小区7月活跃度为30.36,较上月活跃度下降,属于一般活跃小区%成熟板块%物业良好%二类优质学区
327%广泉小区%79078%2006-01-01%塔楼%1974户%广渠门大街甲28号院%15栋%物业良好%null%本小区7月活跃度为5.25,较上月活跃度持平,属于不活跃小区%成熟板块%物业良好%二类优质学区
788%宣祥家园%48527%2001-01-01%塔楼%966户%南三环北侧永定门外沙子口路65号%5栋%物业良好%北京茂屋房地产开发有限责任公司%本小区7月活跃度为10.1,较上月活跃度上升,属于不活跃小区%成熟板块%物业良好%非学区
6207%三里河北街3号院%107762%1998-01-01%塔楼%1116户%三里河北街西侧%10栋%物业一般%null%本小区7月活跃度为42.53,较上月活跃度上升,属于一般活跃小区%成熟板块%物业一般%一类优质学区
6402%逸升轩%68143%2001-01-01%板楼%420户%车公庄西路38号院4号楼(西三环花园桥东南角)%2栋%物业良好%null%本小区7月活跃度为18.22,较上月活跃度持平,属于不活跃小区%成熟板块%物业良好%非学区
4653%东大街西里%65898%1983-01-01%板楼%888户%东大街与丰台北路交汇处南行450米路西%11栋%物业待提高%null%本小区7月活跃度为43.07,较上月活跃度上升,属于一般活跃小区%成熟板块%物业待提高%普通学区
10071%建予园%67541%2001-05-30%板楼,塔楼%562户%永外管村路12号%6栋%物业良好%北京建予房地产开发有限责任公司%本小区7月活跃度为17.71,较上月活跃度上升,属于不活跃小区%成熟板块%物业良好%非学区
10899%七星园小区-南区%61890%1994-01-01%板楼,塔楼%4107户%鲁谷南路与翠园西街路口以南约50米%26栋%物业一般%北京市石景山城市建筑开发公司%本小区7月活跃度为73.17,较上月活跃度上升,属于活跃小区%成熟板块%物业一般%二类优质学区
3001%西山枫景苑%20422%2010-01-01%板楼%null%军温路西侧灰口村%null%物业良好%null%本小区7月活跃度为3.5,较上月活跃度持平,属于不活跃小区%待开发板块%物业良好%非学区
5657%三全公寓%85603%1998-01-01%板楼%300户%麦子店街38号%1栋%物业一般%北京三全公寓有限公司%本小区7月活跃度为5.5,较上月活跃度下降,属于不活跃小区%成熟板块%物业一般%非学区
8524%小营%43187%2000-01-01%板楼%754户%北京海淀区小营西路，清河大厦以西约140米路南侧巷内%19栋%物业一般%null%本小区7月活跃度为0,较上月活跃度持平,属于不活跃小区%成熟板块%物业一般%二类优质学区
7039%莲竹花园%47669%1999-08-01%板楼%804户%天伟四街12号%13栋%物业一般%北京天恒房地产股份有限公司%本小区7月活跃度为28.12,较上月活跃度下降,属于一般活跃小区%较成熟板块%物业一般%非学区
2292%九台庄园%39119%1998-12-01%联排,独栋%230户%太平庄北街与建材城东路交叉点向东300米路南%63栋%物业良好%北京九台房地产开发有限责任公司%本小区7月活跃度为18.52,较上月活跃度上升,属于不活跃小区%成熟板块%物业良好%非学区
9575%檀营小区%17941%2004-01-01%塔楼%420户%长城环岛北侧1.4公里，新北路北侧%9栋%物业良好%null%本小区7月活跃度为9.91,较上月活跃度上升,属于不活跃小区%较成熟板块%物业良好%普通学区
904%官园公寓%106536%1999-01-01%板楼%208户%翠花街1号官园桥东%8栋%物业良好%北京西雅房地产开发有限公司%本小区7月活跃度为29.96,较上月活跃度上升,属于一般活跃小区%成熟板块%物业良好%一类优质学区
5240%老山西里%57177%1982-01-02%板楼,塔楼%3730户%老山南路与老山西街交叉口东南侧(八角公园东南侧)%42栋%物业待提高%北京首钢房地产开发有限公司%本小区7月活跃度为68.8,较上月活跃度上升,属于活跃小区%成熟板块%物业待提高%非学区
4038%京贸国际城%47975%2011-08-01%板塔结合%3986户%京哈高速通州新城出口路南%9栋%物业良好%北京天旭运河房地产开发有限责任公司%本小区7月活跃度为88.91,较上月活跃度上升,属于热门小区%较成熟板块%物业良好%普通学区
5009%益辰欣园%50106%2003-10-30%板楼%965户%丰台区花乡樊羊路88号（丰台科技园区总部基地花乡桥南，樊羊路东侧）%9栋%物业良好%北京丰业房地产开发有限公司%本小区7月活跃度为29.46,较上月活跃度持平,属于一般活跃小区%较成熟板块%物业良好%普通学区
13816%滨河1号%49467%2008-01-01%独栋%14户%首都机场高速路东南侧(将台乡驼房营村)%14栋%物业良好%北京晨谷苑房地产开发有限公司%本小区7月活跃度为4.75,较上月活跃度持平,属于不活跃小区%成熟板块%物业良好%二类优质学区
4452%冶金小区%76479%2001-01-01%板楼%866户%西城路33号%32栋%物业一般%null%本小区7月活跃度为2.5,较上月活跃度持平,属于不活跃小区%成熟板块%物业一般%非学区
4993%富力城D区%109304%2007-05-17%板楼,塔楼%2432户%北京市朝阳区东三环中路35号%46栋%物业优质%北京富力城房地产开发有限公司%本小区7月活跃度为90.03,较上月活跃度下降,属于热门小区%成熟板块%物业优质%普通学区
2071%白河涧别墅%28496%2005-06-30%联排,独栋%null%密溪路滨河大桥北800米%null%物业良好%北京中加伟业房地产开发有限公司%本小区7月活跃度为18.22,较上月活跃度下降,属于不活跃小区%待开发板块%物业良好%普通学区
14479%滨河德露苑%40390%1998-01-01%板楼%906户%双峪环岛以南300米%16栋%物业一般%null%本小区7月活跃度为12.12,较上月活跃度下降,属于不活跃小区%较成熟板块%物业一般%非学区
10210%南沙滩小区%67472%1984-01-01%板楼,塔楼,板塔结合%4306户%地铁15号线北沙滩站东行100米%49栋%物业待提高%null%本小区7月活跃度为80.26,较上月活跃度下降,属于热门小区%成熟板块%物业待提高%非学区
11853%司空小区%33535%2001-01-01%板楼%1926户%新华西街中国工商银行斜对面%32栋%物业一般%null%本小区7月活跃度为3.5,较上月活跃度下降,属于不活跃小区%成熟板块%物业一般%普通学区
3559%新纪元公寓%84794%1999-01-01%塔楼%126户%宣武区广安门外大街甲180号%1栋%物业良好%中国新纪元物资流通公司%本小区7月活跃度为9.09,较上月活跃度持平,属于不活跃小区%成熟板块%物业良好%二类优质学区
7588%沁春家园%60146%2004-12-08%板楼,塔楼%1372户%西三旗转盘东路3号%14栋%物业良好%北京都市房地产开发有限责任公司%本小区7月活跃度为28.26,较上月活跃度下降,属于一般活跃小区%成熟板块%物业良好%二类优质学区
10411%双紫小区%100791%1999-10-01%板楼,塔楼%614户%车道沟南路紫竹桥西侧700米%4栋%物业良好%北京艾维房地产开发有限公司%本小区7月活跃度为19.99,较上月活跃度持平,属于不活跃小区%成熟板块%物业良好%非学区
14831%和谐家园二区%45029%2004-01-01%板楼%1260户%回龙观霍营城铁站正北3000米处%17栋%物业良好%北京天鸿集团公司%本小区7月活跃度为63.53,较上月活跃度上升,属于活跃小区%较成熟板块%物业良好%普通学区
7736%丽泽雅园%62010%2001-01-01%塔楼%1472户%北京西站南路与丽泽路交汇处北行180米路东%7栋%物业良好%北京市东兴联房地产开发有限责任公司%本小区7月活跃度为57.5,较上月活跃度上升,属于活跃小区%成熟板块%物业良好%非学区
8856%进步巷%106543%1983-01-01%板楼%156户%西直门铁路巷东侧，靠近团结社区%2栋%物业待提高%null%本小区7月活跃度为13.44,较上月活跃度持平,属于不活跃小区%成熟板块%物业待提高%二类优质学区
13799%二七剧场路13号院%113285%2000-01-01%塔楼%256户%二七剧场路13号院%3栋%物业良好%null%本小区7月活跃度为10.48,较上月活跃度下降,属于不活跃小区%成熟板块%物业良好%二类优质学区
3878%CBD高尔夫球会别墅%74772%2006-01-01%独栋%72户%高碑店路99号(京沈高速第2个出口)%4栋%物业良好%北京东方鸿铭房地产开发有限公司%本小区7月活跃度为18.93,较上月活跃度下降,属于不活跃小区%较成熟板块%物业良好%非学区
12885%中燕小区%24620%2000-01-01%板楼%null%燕郊海油大街北侧，华北科技学院对过%null%物业一般%null%本小区7月活跃度为15.69,较上月活跃度持平,属于不活跃小区%待开发板块%物业一般%非学区
10516%清河小营东路17号院%43701%2000-01-01%板楼%246户%清河小营公交车站附近%5栋%物业一般%null%本小区7月活跃度为9.37,较上月活跃度下降,属于不活跃小区%成熟板块%物业一般%非学区
5747%工人疗养院家属院%37210%1996-01-01%板楼%330户%八大处路与工疗路交汇处西行200米%6栋%物业待提高%null%本小区7月活跃度为5,较上月活跃度持平,属于不活跃小区%较成熟板块%物业待提高%非学区
8462%宏大中园%41986%2006-03-11%板楼%424户%西红门北路南侧兴都苑小区附近%4栋%物业良好%null%本小区7月活跃度为20.82,较上月活跃度上升,属于不活跃小区%较成熟板块%物业良好%非学区
13515%希望家园%33035%2002-08-01%板楼%342户%天竺地区府右街11号%9栋%物业一般%北京奥竺房地产开发有限公司%本小区7月活跃度为19.38,较上月活跃度上升,属于不活跃小区%较成熟板块%物业一般%非学区
