8845%财智公馆%80471%2003-08-01%板楼%476户%紫竹桥长智路5号%1栋%物业良好%北京建房房地产开发公司%本小区7月活跃度为43.7,较上月活跃度上升,属于一般活跃小区%成熟板块%物业良好%非学区
11335%阳光北里%57243%2001-01-01%板楼,塔楼%750户%西三旗，小营桥西300米%5栋%物业良好%首创集团%本小区7月活跃度为24.07,较上月活跃度下降,属于不活跃小区%成熟板块%物业良好%二类优质学区
11492%车站西街13号院%105509%2000-01-01%板楼%462户%车站西街13号院%5栋%物业良好%北京住总集团%本小区7月活跃度为13.36,较上月活跃度持平,属于不活跃小区%成熟板块%物业良好%二类优质学区
9536%浅山香邑%24070%2012-12-01%板楼%640户%张镇张各庄村%11栋%物业良好%北京天正华特房地产开发有限公司%本小区7月活跃度为23.57,较上月活跃度下降,属于不活跃小区%待开发板块%物业良好%非学区
14161%渡水山庄%21557%2001-05-01%独栋%null%渤海镇六渡河风景区%null%物业良好%北京大地房地产开发公司%本小区6月活跃度为0,较上月活跃度持平,属于不活跃小区%待开发板块%物业良好%非学区
341%三里河东路小区(南营房中街)%102462%1999-05-01%板楼,塔楼%660户%阜外大街三里河东路十字路口%6栋%物业良好%null%本小区7月活跃度为20.75,较上月活跃度持平,属于不活跃小区%成熟板块%物业良好%一类优质学区
14697%万寿路28号院%44556%2000-01-01%板楼%2149户%万寿路28号院%25栋%物业良好%null%本小区7月活跃度为1,较上月活跃度持平,属于不活跃小区%成熟板块%物业良好%二类优质学区
3628%东经路6号院%77193%1989-06-01%板楼%330户%东经路6号院%4栋%物业待提高%null%本小区7月活跃度为3.25,较上月活跃度持平,属于不活跃小区%成熟板块%物业待提高%二类优质学区
9864%泰晤士印象%13754%0000-00-00%板楼%null%京哈高速(G1)朗府出口右转200米%null%物业良好%北京金海鸿业房地产开发有限公司%本小区7月活跃度为3.75,较上月活跃度上升,属于不活跃小区%待开发板块%物业良好%非学区
8845%财智公馆%80471%2003-08-01%板楼%476户%紫竹桥长智路5号%1栋%物业良好%北京建房房地产开发公司%本小区7月活跃度为43.7,较上月活跃度上升,属于一般活跃小区%成熟板块%物业良好%非学区
7587%佳境天城%40515%2002-10-31%塔楼%304户%望京中环南路甲2号%1栋%物业优质%北京英大置业有限公司%本小区7月活跃度为18.67,较上月活跃度下降,属于不活跃小区%成熟板块%物业优质%二类优质学区
5023%红螺雅园%10209%2010-01-01%板楼%null%西三村10号，红螺山庄南%null%物业良好%null%本小区7月活跃度为3.03,较上月活跃度持平,属于不活跃小区%待开发板块%物业良好%非学区
10031%京泽苑%92847%2001-01-01%板楼%90户%马连道甲16号%1栋%物业良好%null%本小区7月活跃度为3.75,较上月活跃度持平,属于不活跃小区%成熟板块%物业良好%二类优质学区
11323%夏威夷北岸%22637%2008-06-07%板楼,塔楼%null%东燕郊京哈公路北侧燕顺路以西%null%物业良好%兴达房地产开发有限公司%本小区7月活跃度为38.25,较上月活跃度持平,属于一般活跃小区%待开发板块%物业良好%非学区
3735%都会华庭%68723%2001-09-30%塔楼,板塔结合%1418户%十里堡甲3号院%7栋%物业良好%北京京港物业发展有限公司%本小区7月活跃度为86.71,较上月活跃度上升,属于热门小区%成熟板块%物业良好%二类优质学区
7685%玉泉路65号院%64887%2000-01-01%板楼%1149户%玉泉路65号院%17栋%物业一般%null%本小区7月活跃度为33.03,较上月活跃度上升,属于一般活跃小区%成熟板块%物业一般%非学区
5420%圆明园花园%70486%2000-01-01%板楼%740户%圆明园西路88号院%19栋%物业良好%北京圆明园花园别墅有限公司%本小区7月活跃度为34.5,较上月活跃度持平,属于一般活跃小区%成熟板块%物业良好%非学区
4519%清逸西园%45468%1998-03-04%板楼%1446户%旧宫东西大街与旧隆路交叉口西南角%19栋%物业一般%北京宣兴房地产股份有限公司%本小区7月活跃度为57.52,较上月活跃度上升,属于活跃小区%较成熟板块%物业一般%非学区
6214%枫露花园%30323%2000-01-01%板楼%420户%通州北关东1500米%6栋%物业良好%null%本小区7月活跃度为1.75,较上月活跃度下降,属于不活跃小区%较成熟板块%物业良好%非学区
3078%右安西里%70289%2001-01-01%板楼%332户%右安门内大街西侧%6栋%物业一般%null%本小区6月活跃度为0,较上月活跃度下降,属于不活跃小区%成熟板块%物业一般%二类优质学区
9093%锦顺佳园%66255%2007-01-01%板楼%309户%安宁庄西路与安宁庄西三条交叉口西250米%4栋%物业良好%实创集团房地产开发公司%本小区7月活跃度为8.24,较上月活跃度持平,属于不活跃小区%成熟板块%物业良好%二类优质学区
6035%三源里小区%71293%1992-01-01%板楼%1548户%三元桥东侧300米%16栋%物业一般%null%本小区7月活跃度为27.8,较上月活跃度下降,属于一般活跃小区%成熟板块%物业一般%非学区
1243%康鸿家园%70864%2005-01-01%板楼%144户%安定门外大街44号院%3栋%物业良好%null%本小区7月活跃度为3.25,较上月活跃度下降,属于不活跃小区%成熟板块%物业良好%二类优质学区
10326%太平路34号院%59181%1989-01-01%板楼%173户%公主坟太平路34号院%3栋%物业一般%null%本小区7月活跃度为9.74,较上月活跃度持平,属于不活跃小区%成熟板块%物业一般%普通学区
11950%西源里%25057%2000-01-01%板楼%198户%新中街北端西源里，紧邻沿湖小区南区%2栋%物业一般%null%本小区7月活跃度为12.23,较上月活跃度下降,属于不活跃小区%较成熟板块%物业一般%普通学区
11019%蒙顿卡雀%16196%2001-01-01%联排,独栋,双拼%1户%彩虹桥东九王庄南侧潮白河畔%1栋%物业良好%北京京顺房地产开发公司%本小区7月活跃度为19.01,较上月活跃度上升,属于不活跃小区%较成熟板块%物业良好%非学区
9429%道家村%57222%1993-06-01%板楼%168户%东四环红领巾桥西200米路北%3栋%物业待提高%null%本小区7月活跃度为2.75,较上月活跃度下降,属于不活跃小区%成熟板块%物业待提高%非学区
7421%云岗翠园%31731%2001-01-01%板楼%396户%云岗北环路，云岗森林公园南侧%9栋%物业一般%null%本小区7月活跃度为1.75,较上月活跃度持平,属于不活跃小区%待开发板块%物业一般%非学区
3207%清乐园%41184%1993-01-01%板楼%928户%旧宫万吉路北侧%9栋%物业待提高%null%本小区7月活跃度为23,较上月活跃度上升,属于不活跃小区%较成熟板块%物业待提高%非学区
5307%荣鹏花园%24255%2000-01-01%板楼%192户%北京市房山区良乡国泰南300米%1栋%物业一般%null%本小区7月活跃度为4.25,较上月活跃度上升,属于不活跃小区%较成熟板块%物业一般%普通学区
2962%怡清园%65311%2003-01-31%板楼,塔楼%786户%清河永泰庄甲19号东侧%3栋%物业良好%北京建雄房地产开发有限责任公司%本小区7月活跃度为31.5,较上月活跃度上升,属于一般活跃小区%成熟板块%物业良好%二类优质学区
8103%国典华园%94289%2005-01-01%板塔结合%1339户%朝阳区北三环安贞桥北400米安定路12号%7栋%物业良好%北京国电房地产开发有限公司%本小区7月活跃度为36.54,较上月活跃度上升,属于一般活跃小区%成熟板块%物业良好%普通学区
3194%鹿港嘉苑%90731%2005-01-01%板楼%1326户%望京西路50号院%10栋%物业良好%北京嘉轩房地产开发有限公司%本小区7月活跃度为55.09,较上月活跃度下降,属于活跃小区%成熟板块%物业良好%二类优质学区
13067%小马厂南里%70231%2000-01-01%板楼%294户%宣武区广外大街小马厂南里%5栋%物业一般%null%本小区7月活跃度为11.51,较上月活跃度上升,属于不活跃小区%成熟板块%物业一般%二类优质学区
3343%小营西路23号院%58350%2000-01-01%塔楼%256户%小营西路23号院%2栋%物业良好%null%本小区7月活跃度为1,较上月活跃度持平,属于不活跃小区%成熟板块%物业良好%非学区
13541%逸翠园南区%95484%2006-05-01%板楼,板塔结合%890户%朝阳体育中心西路与姚家园北一路交叉点西南角%12栋%物业良好%和记黄埔地产（北京朝阳）有限公司%本小区7月活跃度为66.76,较上月活跃度上升,属于活跃小区%较成熟板块%物业良好%非学区
10827%运河明珠家园%62742%2008-05-01%板楼%1232户%玉带河东街2号院%11栋%物业良好%北京豪光房地产开发有限公司%本小区7月活跃度为19.47,较上月活跃度上升,属于不活跃小区%成熟板块%物业良好%非学区
4920%景馨家园%53220%2001-01-01%板楼%490户%通州梨园妇幼保健院附近%2栋%物业良好%null%本小区7月活跃度为4.25,较上月活跃度下降,属于不活跃小区%成熟板块%物业良好%普通学区
12425%农大附中家属院%53606%2000-01-01%板楼%192户%天秀路北侧，农大附中附近%3栋%物业良好%null%本小区7月活跃度为7.18,较上月活跃度持平,属于不活跃小区%成熟板块%物业良好%二类优质学区
11319%西土城路31号院%75437%1999-01-01%板楼%924户%西土城路31号院%12栋%物业良好%null%本小区7月活跃度为38.37,较上月活跃度上升,属于一般活跃小区%成熟板块%物业良好%非学区
13064%呼家楼西里%60369%2001-01-01%板楼%472户%呼家楼东三环朝阳路小庄%8栋%物业一般%null%本小区7月活跃度为10.63,较上月活跃度下降,属于不活跃小区%成熟板块%物业一般%二类优质学区
13739%光明西里%74572%2000-01-01%板楼%381户%光明楼光明西里（光明西街旁）%7栋%物业良好%null%本小区7月活跃度为10.96,较上月活跃度上升,属于不活跃小区%成熟板块%物业良好%二类优质学区
13543%北京德顺园公寓%52517%2006-10-01%板楼%360户%西四环四季青桥西，德顺园%14栋%物业良好%null%本小区7月活跃度为5.5,较上月活跃度持平,属于不活跃小区%较成熟板块%物业良好%二类优质学区
10532%吕家营住宅小区%29328%2000-01-01%板楼%144户%小红门吕家营村28号%3栋%物业一般%null%本小区7月活跃度为3.25,较上月活跃度持平,属于不活跃小区%成熟板块%物业一般%非学区
11018%泥洼路5号院%59627%1980-01-01%板楼%546户%泥洼路5号院%8栋%物业待提高%null%本小区7月活跃度为10.75,较上月活跃度持平,属于不活跃小区%成熟板块%物业待提高%普通学区
4480%马可汇%35122%2012-06-01%板楼%1211户%南法信镇，顺榆路与六环路交汇处(距顺义中心城区仅2.6公里)%4栋%物业良好%北京华忆园房地产开发有限公司%本小区7月活跃度为36.25,较上月活跃度下降,属于一般活跃小区%较成熟板块%物业良好%非学区
12980%苗圃西里%46286%2001-01-01%板楼%834户%木樨园桥往南南苑路西侧%16栋%物业一般%null%本小区7月活跃度为14.95,较上月活跃度下降,属于不活跃小区%成熟板块%物业一般%普通学区
295%同馨家园%60031%2010-10-01%板楼%2028户%卢沟桥乡小屯村%10栋%物业良好%北京首开晟馨房地产开发有限责任公司%本小区7月活跃度为23.45,较上月活跃度上升,属于不活跃小区%较成熟板块%物业良好%非学区
14604%知春路47号院%75623%1999-01-01%板楼%120户%知春路47号院%1栋%物业良好%北京市海淀区房地产经营开发总公司%本小区7月活跃度为7.23,较上月活跃度上升,属于不活跃小区%成熟板块%物业良好%二类优质学区
8306%金隅%84350%2014-08-02%板楼%684户%建材城中路新都环岛北侧200米%16栋%物业优质%北京金隅程远房地产开发有限公司%本小区7月活跃度为8.98,较上月活跃度下降,属于不活跃小区%成熟板块%物业优质%非学区
2882%紫辰院%113156%2016-12-31%板楼%176户%西四环中路112号( 岳各庄北桥东北角200米处)%1栋%物业优质%北京嘉源京大房地产开发有限公司%本小区7月活跃度为22.83,较上月活跃度持平,属于不活跃小区%成熟板块%物业优质%二类优质学区
2944%顶秀青溪%52254%2005-01-01%板楼%992户%东小口镇，中陈路东侧，立水桥西南侧%21栋%物业良好%北京泰福恒投资发展有限公司%本小区7月活跃度为29.84,较上月活跃度下降,属于一般活跃小区%成熟板块%物业良好%非学区
11124%北太平庄路小区%66364%1990-01-01%板楼%706户%海淀区北太平庄路15号%8栋%物业一般%null%本小区7月活跃度为6.34,较上月活跃度上升,属于不活跃小区%成熟板块%物业一般%二类优质学区
7133%远雄大观%115224%2008-11-30%板楼%133户%宣武门半步桥42号院%1栋%物业良好%北京茂德房地产开发有限公司%本小区7月活跃度为34.02,较上月活跃度上升,属于一般活跃小区%成熟板块%物业良好%非学区
9394%望京明苑%55676%2001-03-01%塔楼%1120户%望京广顺北大街36号%5栋%物业良好%北京京电房地产开发经营公司%本小区7月活跃度为13.01,较上月活跃度持平,属于不活跃小区%成熟板块%物业良好%二类优质学区
13893%格林莱雅%67895%2008-01-01%板楼%452户%金蝉里22号院%4栋%物业良好%北京翔鸣房地产开发有限公司%本小区7月活跃度为19.47,较上月活跃度持平,属于不活跃小区%较成熟板块%物业良好%非学区
5019%建欣苑六里%54823%2000-01-01%板楼,塔楼%634户%临泓路与南苑路交汇处西行500米路南%5栋%物业良好%北京金隅嘉业房地产开发有限公司%本小区7月活跃度为12.07,较上月活跃度下降,属于不活跃小区%成熟板块%物业良好%非学区
2978%艺苑西里%44153%1999-10-01%板楼%624户%玉桥西路与艺苑东街交叉口北行100米路西%8栋%物业一般%null%本小区7月活跃度为3.52,较上月活跃度下降,属于不活跃小区%成熟板块%物业一般%非学区
9206%西兰岛%32474%2007-01-01%板楼%402户%房山良乡卫星城长虹西路与西翠柳大街交汇处%6栋%物业良好%北京泰斗通房地产开发有限公司%本小区7月活跃度为16.15,较上月活跃度上升,属于不活跃小区%较成熟板块%物业良好%非学区
14767%北卫新园%35688%2003-02-01%板楼%1428户%红军营南路北卫新园%12栋%物业良好%null%本小区7月活跃度为5.75,较上月活跃度持平,属于不活跃小区%成熟板块%物业良好%非学区
7092%科星小区%97973%2001-01-01%板楼%1068户%科学院南路与中关村南路交叉口南行100米路东%4栋%物业一般%null%本小区7月活跃度为4.25,较上月活跃度持平,属于不活跃小区%成熟板块%物业一般%非学区
1429%好山园%44170%2001-01-01%独栋%null%颐和园北宫门北侧%null%物业良好%北京万城置地房地产开发有限公司%本小区4月活跃度为0,较上月活跃度持平,属于不活跃小区%较成熟板块%物业良好%非学区
11997%常青园北里%59986%2009-04-01%板楼,塔楼%2090户%西四环南坞桥西南侧%9栋%物业良好%永泰房地产（集团）有限公司%本小区7月活跃度为25.08,较上月活跃度上升,属于一般活跃小区%较成熟板块%物业良好%二类优质学区
7215%鑫宝苑%55899%2001-01-01%板楼%472户%大红门临泓路35号%7栋%物业良好%北京鑫福海房地产开发有限公司%本小区7月活跃度为9.62,较上月活跃度上升,属于不活跃小区%成熟板块%物业良好%非学区
2495%正阳北里%48432%2000-01-01%板楼,塔楼%2062户%文体路2号院%13栋%物业一般%北京益恒房地产开发有限责任公司%本小区7月活跃度为51.61,较上月活跃度下降,属于活跃小区%成熟板块%物业一般%普通学区
6603%巨山家园%38776%2008-05-01%板楼%616户%香山南路红旗村甲2院%17栋%物业良好%null%本小区7月活跃度为3.75,较上月活跃度持平,属于不活跃小区%待开发板块%物业良好%非学区
11568%润泽公馆%77159%2014-12-31%板楼%2037户%北五环顾家庄桥正北2600米%13栋%物业良好%北京润泽庄苑房地产开发有限公司%本小区7月活跃度为71.12,较上月活跃度上升,属于活跃小区%较成熟板块%物业良好%非学区
12973%蓝旗营小区%67175%2001-01-01%塔楼%1260户%成府路清华南门%12栋%物业良好%null%本小区7月活跃度为3.03,较上月活跃度持平,属于不活跃小区%较成熟板块%物业良好%二类优质学区
5086%青年湖南里%73524%2000-01-01%板楼%192户%东城区地坛西门安德里北街28-5号%2栋%物业良好%null%本小区7月活跃度为6.07,较上月活跃度下降,属于不活跃小区%成熟板块%物业良好%二类优质学区
11576%檀府家园%21701%2011-12-01%板楼%178户%城后街北侧，檀东路西侧%3栋%物业良好%北京檀营房地产开发有限公司%本小区7月活跃度为6.92,较上月活跃度持平,属于不活跃小区%较成熟板块%物业良好%非学区
8359%万寿寺北里%97385%1992-01-01%板楼%763户%西三环万寿桥东南角%12栋%物业待提高%null%本小区7月活跃度为28.33,较上月活跃度上升,属于一般活跃小区%成熟板块%物业待提高%二类优质学区
7938%新开路住宅小区%34376%2000-01-01%板楼%120户%正阳新开局6号院%2栋%物业一般%null%本小区7月活跃度为0.75,较上月活跃度持平,属于不活跃小区%较成熟板块%物业一般%非学区
5183%白纸坊东街小区%87526%2001-01-01%板楼%555户%陶然亭地铁口西白纸坊东街%6栋%物业良好%null%本小区7月活跃度为28.83,较上月活跃度上升,属于一般活跃小区%成熟板块%物业良好%二类优质学区
4656%金家村288号院%55507%1998-01-01%板楼%678户%六里桥金家村288号院%5栋%物业一般%null%本小区7月活跃度为9.6,较上月活跃度持平,属于不活跃小区%成熟板块%物业一般%非学区
953%欧园北欧印象%86735%2003-10-30%塔楼%1390户%马连道路80号院%4栋%物业良好%北京嘉里锦华房地产开发有限公司%本小区7月活跃度为30.36,较上月活跃度下降,属于一般活跃小区%成熟板块%物业良好%二类优质学区
688%槐柏树街北里%91822%2000-01-01%板楼%758户%天宁寺桥往南200米路东%9栋%物业一般%null%本小区7月活跃度为16.15,较上月活跃度下降,属于不活跃小区%成熟板块%物业一般%一类优质学区
5856%西环景苑%82728%2001-05-01%塔楼%392户%马连道南街2号%3栋%物业良好%北京乾丰置业有限公司%本小区7月活跃度为17.22,较上月活跃度持平,属于不活跃小区%成熟板块%物业良好%二类优质学区
1351%望京西园三区%61125%2003-01-02%塔楼%3592户%地铁15号线望京站向东100米%23栋%物业良好%北京城市开发集团有限责任公司%本小区7月活跃度为89.32,较上月活跃度下降,属于热门小区%成熟板块%物业良好%非学区
327%广泉小区%79078%2006-01-01%塔楼%1974户%广渠门大街甲28号院%15栋%物业良好%null%本小区7月活跃度为5.25,较上月活跃度持平,属于不活跃小区%成熟板块%物业良好%二类优质学区
788%宣祥家园%48527%2001-01-01%塔楼%966户%南三环北侧永定门外沙子口路65号%5栋%物业良好%北京茂屋房地产开发有限责任公司%本小区7月活跃度为10.1,较上月活跃度上升,属于不活跃小区%成熟板块%物业良好%非学区
6207%三里河北街3号院%107762%1998-01-01%塔楼%1116户%三里河北街西侧%10栋%物业一般%null%本小区7月活跃度为42.53,较上月活跃度上升,属于一般活跃小区%成熟板块%物业一般%一类优质学区
9586%天竺花园%32207%1998-01-01%板楼%972户%天北路府前一街38号%15栋%物业良好%北京市天竺房地产开发有限公司%本小区7月活跃度为34.81,较上月活跃度下降,属于一般活跃小区%较成熟板块%物业良好%非学区
9800%万豪国际公寓%85318%2003-12-30%塔楼%756户%建国门外东街永安里东街%2栋%物业优质%德润房地产开发集团有限公司%本小区7月活跃度为34.41,较上月活跃度下降,属于一般活跃小区%成熟板块%物业优质%二类优质学区
3562%怡景城花园二期别墅%42514%2004-01-01%联排,独栋%null%南豆各庄大鲁店北路北侧%null%物业良好%北京怡景城房地产开发公司%本小区6月活跃度为0,较上月活跃度下降,属于不活跃小区%较成熟板块%物业良好%非学区
9976%励骏华庭%103438%2008-07-19%板塔结合%null%东城区东单北大街金宝街90号%null%物业优质%北京华海金宝房地产开发有限公司%本小区7月活跃度为2.5,较上月活跃度下降,属于不活跃小区%成熟板块%物业优质%非学区
8961%西翠路12号院%103427%1991-02-15%塔楼%364户%北京市海淀区西翠路12号%3栋%物业良好%城建公司%本小区7月活跃度为8.5,较上月活跃度持平,属于不活跃小区%成熟板块%物业良好%一类优质学区
13032%辰翰府%41533%2008-06-08%联排,独栋,双拼%29户%大兴区南五环路金星出口往南400米%28栋%物业良好%北京明力华房地产开发有限公司%本小区7月活跃度为11.4,较上月活跃度持平,属于不活跃小区%较成熟板块%物业良好%非学区
